Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL194796,,None,391.52,0,3.68,10l,CN(CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,IC50,'=',5,nM,8.3,,,UO_0000065,21.2,0.39,4.62,18.93,0,CHEMBL881479,Inhibitory activity against opioid receptor sigma 1 in guinea pig cerebral cortex using [3H](+)-pentazocine as radio ligand at pH 7.5 for 150 min at 22 degree C ,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140401,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL142953,,None,428.62,1,5.43,8,c1ccc(CCCN2CCCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',26,nM,7.58,,,UO_0000065,17.7,0.32,2.16,48.28,0,CHEMBL847751,Binding affinity against sigma receptor using radioligand ([3H](+)-pentazocine) binding assay,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129408,1,Scientific Literature,J Med Chem,1996,None,
CHEMBL88161,,None,339.44,1,5.5,30,CN(C(=N)N(C)c1cccc2ccccc12)c1cccc2ccccc12,IC50,'=',10700,nM,4.97,,,UO_0000065,14.64,0.26,-0.53,16.39,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL288466,,None,397.56,1,5.88,65,O=c1cc(C2CCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,IC50,'=',26,nM,7.58,,,UO_0000065,19.08,0.36,1.71,17.77,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL432859,,None,419.57,1,6.28,26,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCCC3)cc12,IC50,'=',24,nM,7.62,,,UO_0000065,18.16,0.34,1.34,17.85,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL35711,,None,348.47,1,5.39,27,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1CCCCc1ccccc1,IC50,'=',178,nM,6.75,,,UO_0000065,19.37,0.35,1.36,35.47,0,CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL292450,,None,287.38,0,3.73,7,N=C(Nc1ccc(F)cc1)NC12CC3CC(CC(C3)C1)C2,IC50,'=',9,nM,8.05,,,UO_0000065,28,0.52,4.32,16.79,0,CHEMBL804880,Displacement of [3H]DTG from sigma opioid receptor of homogenized guinea pig whole brain,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125262,1,Scientific Literature,J Med Chem,1991,None,
CHEMBL282433,DITOLYLGUANIDINE,None,239.32,0,3.76,DTG,Cc1ccccc1NC(=N)Nc1ccccc1C,IC50,'=',53,nM,7.28,,,UO_0000065,30.4,0.55,3.52,15.19,0,CHEMBL846485,Inhibition of specific binding of [3H]3-PPP to sigma binding site in Guinea pig brain membranes,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125550,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL543120,,None,372.04,1,5.55,53,CCCCCCCCN=C(NC1CCCCC1)NC1CCCCC1.Cl,IC50,'=',237,nM,6.62,,,UO_0000065,19.74,0.38,1.08,18.19,0,CHEMBL873129,In vitro inhibitory activity against [3H]- (+)-3-PPP binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL305187,IFENPRODIL,4.0,325.45,0,3.77,1,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,IC50,'=',3.9,nM,8.41,,,UO_0000065,25.84,0.48,4.64,19.24,0,CHEMBL848645,Compound was tested for the binding affinity against sigma receptor by using [3H]-+3PPP as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125775,1,Scientific Literature,J Med Chem,1991,None,
CHEMBL301623,,None,299.42,0,3.2,1,COc1ccccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,IC50,'=',17,nM,7.77,,,UO_0000065,25.95,0.48,4.57,13.03,0,CHEMBL804880,Displacement of [3H]DTG from sigma opioid receptor of homogenized guinea pig whole brain,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125262,1,Scientific Literature,J Med Chem,1991,None,
CHEMBL557002,,None,436.04,1,6.33,70,CC12CC3CC(C)(C1)CC(/N=C(\N)Nc1ccccc1/C=C/c1ccccc1)(C3)C2.Cl,IC50,'=',970,nM,6.01,,,UO_0000065,15.05,0.27,-0.32,11.93,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL540331,,None,420.04,1,5.66,6i,CCCNC(CCC(C)C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,IC50,'=',1.8,nM,8.74,,,UO_0000065,22.8,0.43,3.08,28.68,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL128944,,None,453.71,1,7.71,7g,CCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,IC50,'=',230,nM,6.64,,,UO_0000065,14.63,0.27,-1.07,30.59,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL38665,,None,379.46,0,3.69,4,O=c1cc(-c2ccccc2)oc2cccc(OCCCN3CCC(O)CC3)c12,IC50,'=',91,nM,7.04,,,UO_0000065,18.56,0.34,3.35,11.19,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL88932,,None,275.36,0,4.61,39,Cc1cccc(NC(=N)Nc2cccc3ccccc23)c1,IC50,'=',75,nM,7.12,,,UO_0000065,25.87,0.46,2.51,14.87,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL543121,,None,273.85,0,2.82,52,CN=C(NC1CCCCC1)NC1CCCCC1.Cl,IC50,'=',237,nM,6.62,,,UO_0000065,27.91,0.53,3.81,18.19,0,CHEMBL803918,In vitro inhibitory activity against [3H]-DTG in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL606887,,None,306.48,0,3.16,(+/-)35,CN(C(=O)Cc1cccs1)[C@H]1CCCC[C@H]1N1CCCC1,IC50,'=',1516,nM,5.82,,,UO_0000065,18.99,0.38,2.66,24.71,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL101664,,None,193.68,0,2.72,10c,Clc1ccc(C2=CCNCC2)cc1,IC50,'=',50,nM,7.3,,,UO_0000065,37.7,0.77,4.58,60.69,0,CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126928,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL554988,,None,325.88,0,4.33,13,Cl.c1ccc(CCN2CCC3=C(CCc4ccccc43)C2)cc1,IC50,'=',16.6,nM,7.78,,,UO_0000065,26.88,0.48,3.45,240.12,0,CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126294,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL38897,,None,395.5,0,4.32,37,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',242,nM,6.62,,,UO_0000065,16.73,0.31,2.3,10.52,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL37468,,None,483.61,1,5.44,35,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12,IC50,'=',235,nM,6.63,,,UO_0000065,13.71,0.25,1.19,9.81,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL340532,,None,369.85,0,4.43,9j,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,IC50,'=',281,nM,6.55,,,UO_0000065,17.71,0.34,2.12,16.9,0,CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126928,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL540331,,None,420.04,1,5.66,6i,CCCNC(CCC(C)C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,IC50,'=',210,nM,6.68,,,UO_0000065,17.41,0.33,1.02,21.9,0,CHEMBL809051,TIn vitro binding affinity at Sigma opioid receptor type 2 on guinea pig brain membranes by [3H]DTG displacement in the presence of [3H]pentazocine.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL545249,,None,338.28,0,4.05,43 (cis),CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1.Cl,IC50,'=',1.4,nM,8.85,,,UO_0000065,29.33,0.58,4.8,37.72,0,CHEMBL803752,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using the novel [3H]-(+/-)-4 as radioligand",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL545249,,None,338.28,0,4.05,43 (cis),CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1.Cl,IC50,'=',1483,nM,5.83,,,UO_0000065,19.31,0.38,1.78,24.84,0,CHEMBL803753,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using [3H]ditolylguanidine (DTG) as radioligand.",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL555091,,None,324.26,0,4.39,16b,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2)c1.Cl,IC50,'=',43.5,nM,7.36,,,UO_0000065,25.58,0.5,2.97,18.82,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997,None,
CHEMBL38809,,None,441.57,1,6.53,29,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,IC50,'=',52,nM,7.28,,,UO_0000065,16.5,0.3,0.75,17.07,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL81626,,None,295.43,1,5.39,33,CC(C)c1ccc(NC(=N)Nc2ccc(C(C)C)cc2)cc1,IC50,'=',270,nM,6.57,,,UO_0000065,22.23,0.41,1.18,13.71,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL36491,,None,411.57,1,5.95,68,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCCCC3)cc12,IC50,'=',72,nM,7.14,,,UO_0000065,17.35,0.34,1.19,16.74,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL59006,,None,335.47,0,2.43,16,NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,IC50,'=',52,nM,7.28,,,UO_0000065,21.71,0.41,4.85,12.5,0,CHEMBL803930,In vitro binding affinity towards sigma receptor by the displacement of [3H]PPP from guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127947,1,Scientific Literature,Bioorg Med Chem Lett,1994,None,
CHEMBL553745,,None,287.83,0,3.69,40(cis),CN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,IC50,'=',3.47,nM,8.46,,,UO_0000065,33.65,0.61,4.77,261.1,0,CHEMBL803752,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using the novel [3H]-(+/-)-4 as radioligand",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL338781,,None,369.55,1,5.55,5g,CCCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,IC50,'=',420,nM,6.38,,,UO_0000065,17.26,0.32,0.83,14.34,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL130526,,None,205.3,0,2.6,12b,CCN(CC)CCC(=O)c1ccccc1,IC50,'=',1250,nM,5.9,,,UO_0000065,28.75,0.54,3.3,29.06,0,CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126928,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL36928,,None,427.57,0,4.92,46,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,IC50,'=',119,nM,6.92,,,UO_0000065,16.19,0.32,2,11.01,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL38809,,None,441.57,1,6.53,29,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,IC50,'=',75,nM,7.12,,,UO_0000065,16.14,0.29,0.59,16.69,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL38983,,None,323.39,0,3.79,10,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',408,nM,6.39,,,UO_0000065,19.76,0.36,2.6,14.97,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL370739,,None,462.55,0,2.31,5i,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCN(Cc2ccc3c(c2)OCO3)CC1,IC50,'=',23.8,nM,7.62,,,UO_0000065,16.48,0.31,5.31,11.63,0,CHEMBL881479,Inhibitory activity against opioid receptor sigma 1 in guinea pig cerebral cortex using [3H](+)-pentazocine as radio ligand at pH 7.5 for 150 min at 22 degree C ,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140401,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL371156,,None,391.52,0,3.38,10b,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCNCCCCc1ccccc1,IC50,'=',10.5,nM,7.98,,,UO_0000065,20.38,0.38,4.6,15.15,0,CHEMBL881479,Inhibitory activity against opioid receptor sigma 1 in guinea pig cerebral cortex using [3H](+)-pentazocine as radio ligand at pH 7.5 for 150 min at 22 degree C ,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140401,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL113956,,None,521.65,2,5.85,44,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,IC50,'=',482,nM,6.32,,,UO_0000065,12.11,0.23,0.47,14.1,0,CHEMBL847756,Inhibition of sigma receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134625,1,Scientific Literature,J Med Chem,2001,None,
CHEMBL141876,,None,442.65,1,5.87,40,c1ccc(CCCN2CCCCC(NCCOC(c3ccccc3)c3ccccc3)C2)cc1,IC50,'=',78,nM,7.11,,,UO_0000065,16.06,0.29,1.24,29.01,0,CHEMBL847751,Binding affinity against sigma receptor using radioligand ([3H](+)-pentazocine) binding assay,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129408,1,Scientific Literature,J Med Chem,1996,None,
CHEMBL35714,,None,449.59,1,5.64,75,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,IC50,'=',23,nM,7.64,,,UO_0000065,16.99,0.32,2,12.14,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL366167,,None,377.49,0,3.29,10j,CN(CCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,IC50,'=',4.2,nM,8.38,,,UO_0000065,22.19,0.41,5.09,19.1,0,CHEMBL881479,Inhibitory activity against opioid receptor sigma 1 in guinea pig cerebral cortex using [3H](+)-pentazocine as radio ligand at pH 7.5 for 150 min at 22 degree C ,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140401,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL194797,,None,391.52,0,3.33,10k,CN(CCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,IC50,'=',9.9,nM,8,,,UO_0000065,20.44,0.38,4.67,18.25,0,CHEMBL881479,Inhibitory activity against opioid receptor sigma 1 in guinea pig cerebral cortex using [3H](+)-pentazocine as radio ligand at pH 7.5 for 150 min at 22 degree C ,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140401,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL193805,,None,329.47,0,2.03,8,O=C1[C@@H]2Cc3ccccc3CN2C(=S)N1CCN1CCCCC1,IC50,'=',0.9,nM,9.05,,,UO_0000065,27.46,0.54,7.02,33.77,0,CHEMBL880593,Inhibitory concentration against opioid receptor sigma 1 of guinea pig cerebral cortex using [3H](+)-pentazocine upon incubation for 150 minutes at 22 degree C,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559724,Cerebral cortex,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143474,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,
CHEMBL607275,,None,385.34,0,4.24,(+/-)24,CN(C(=O)COc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,IC50,'=',110,nM,6.96,,,UO_0000065,18.06,0.38,2.72,21.23,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL540274,,None,327.9,0,4.28,34,Cl.c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,IC50,'=',0.3236,nM,9.49,,,UO_0000065,32.56,0.59,5.21,292.9,0,CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126294,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL607332,,None,350.51,0,4.25,(+/-)30,CN(C(=O)Cc1cccc2ccccc12)[C@H]1CCCC[C@H]1N1CCCC1,IC50,'=',77,nM,7.11,,,UO_0000065,20.29,0.37,2.86,30.21,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990,None,
