Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4093477,,None,487.65,0,4.54,20,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3c2n(c(=O)n3CCC)C1,IC50,'=',2971.7,nM,5.53,,,UO_0000065,11.33,0.21,0.99,7.36,0,CHEMBL4011224,Antagonist activity at human dopamine D2 receptor expressed in forskolin stimulated-HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 assessed as inhibition of quinpirole-induced Galphai1 activation by BRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4007493,1,Scientific Literature,J Med Chem,2017,CHEMBL3307715,
CHEMBL54,HALOPERIDOL,4.0,375.87,0,4.43,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,'=',4.1,nM,8.39,,,UO_0000065,22.31,0.44,3.96,20.69,0,CHEMBL670113,In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131412,1,Scientific Literature,J Med Chem,1998,None,
CHEMBL286725,,None,369.46,0,2.26,5,COc1cccc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,IC50,'=',700,nM,6.16,,,UO_0000065,16.66,0.31,3.89,11.39,0,CHEMBL670113,In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131412,1,Scientific Literature,J Med Chem,1998,None,
CHEMBL1255588,,None,361.53,0,4.84,(+)-butaclamol,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,IC50,'=',15,nM,7.82,,,UO_0000065,21.64,0.4,2.98,33.34,0,CHEMBL982014,Inhibition of human dopamine D2 receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155111,1,Scientific Literature,J Med Chem,2008,None,
CHEMBL1945040,,None,479.6,0,3.46,32,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,11.68,0.22,2.14,5.25,0,CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1944599,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,
CHEMBL1945042,,None,467.57,0,3.59,34,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,IC50,'=',630.96,nM,6.2,,,UO_0000065,13.26,0.26,2.61,6.37,0,CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1944599,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,
CHEMBL54,HALOPERIDOL,4.0,375.87,0,4.43,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,'=',0.7,nM,9.15,,,UO_0000065,24.36,0.48,4.72,22.58,0,CHEMBL3293231,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286313,1,Scientific Literature,J Med Chem,2014,CHEMBL3307715,
CHEMBL71327,,None,404.34,0,4.1,14 (trans),O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1,IC50,'=',16.1,nM,7.79,,,UO_0000065,,,,,0,CHEMBL827419,Mitogenic stimulation or antagonism of 30 nM quinpirole-stimulated mitogenesis in CHO cells expressing human dopamine D2 receptor,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139520,1,Scientific Literature,J Med Chem,2005,CHEMBL3308072,
CHEMBL487387,STEPHOLIDINE,None,327.38,0,2.77,"8, l-SPD",COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,IC50,'=',105.41,nM,6.98,,,UO_0000065,21.31,0.4,4.21,11.22,0,CHEMBL2060922,Displacement of [3H]Spiprone from human dopamine D2 receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2057072,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3307715,
CHEMBL3323012,,None,502.59,1,4.61,26,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,IC50,'=',418,nM,6.38,,,UO_0000065,12.69,0.24,1.77,8.27,0,CHEMBL3372144,Antagonist activity against human D2LR expressed in CHOK1 cells assessed as inhibition of pergolide-induced beta-arrestin translocation by beta-galactosidase based beta-arrestin recruitment assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351252,1,Scientific Literature,J Med Chem,2014,CHEMBL3307512,
CHEMBL4067506,,None,430.6,0,3.02,10g,Cc1nc2n(c(=O)c1CCN1CCN(c3csc4ccsc34)CC1)CCCC2O,IC50,'=',157,nM,6.8,,,UO_0000065,,,,,0,CHEMBL4045104,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4043141,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL144811,,None,399.49,0,2.26,19,COc1ccc(OC)c(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,IC50,'=',250,nM,6.6,,,UO_0000065,16.53,0.31,4.34,10.43,0,CHEMBL670113,In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131412,1,Scientific Literature,J Med Chem,1998,None,
CHEMBL1112,ARIPIPRAZOLE,4.0,448.39,0,4.86,"2a, Aripiprazole",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,IC50,'=',11.22,nM,7.95,,,UO_0000065,17.73,0.36,3.09,17.74,0,CHEMBL3293231,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286313,1,Scientific Literature,J Med Chem,2014,CHEMBL3307715,
CHEMBL4079251,,None,443.02,0,4.2,12g,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2Cl,IC50,'=',5.49,nM,8.26,,,UO_0000065,,,,,0,CHEMBL4045104,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4043141,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL1255588,,None,361.53,0,4.84,(+)-butaclamol,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,IC50,'=',2.2,nM,8.66,,,UO_0000065,23.95,0.44,3.82,36.89,0,CHEMBL2395699,Binding affinity to human dopamine D2S receptor by radioligand displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2390830,1,Scientific Literature,Eur J Med Chem,2013,None,
CHEMBL4574338,,None,349.43,0,3,80,O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccccc2)CC1,IC50,'=',535,nM,6.27,,,UO_0000065,,,,,0,CHEMBL4406527,Antagonist activity at human D2R expressed in CHOK1 cells assessed as inhibition of dopamine-induced beta-arrestin recruitment measured after 120 mins by beta-galactosidase based PathHunter assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4094926,,None,423.58,0,4.02,10f,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2O,IC50,'=',75.4,nM,7.12,,,UO_0000065,,,,,0,CHEMBL4045104,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4043141,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL4277101,,None,435.59,0,3.61,3d,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,IC50,'=',6.4,nM,8.19,,,UO_0000065,,,,,0,CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4251643,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL2028019,CARIPRAZINE,4.0,427.42,0,4.34,"2b, cariprazine, RGH-188",CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,IC50,'=',1.66,nM,8.78,,,UO_0000065,20.54,0.43,4.44,22.62,0,CHEMBL3293231,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286313,1,Scientific Literature,J Med Chem,2014,CHEMBL3307715,
CHEMBL3287402,,None,447.37,0,4.43,7f,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,IC50,'=',28.84,nM,7.54,,,UO_0000065,16.85,0.34,3.11,15.06,0,CHEMBL3293231,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286313,1,Scientific Literature,J Med Chem,2014,CHEMBL3307715,
CHEMBL4476383,,None,295.34,0,2.78,11,Oc1ccc2c(c1)CN1CCc3cc4c(cc3C1C2)OCO4,IC50,'=',500,nM,6.3,,,UO_0000065,,,,,0,CHEMBL4339971,Antagonist activity at D2 receptor (unknown origin) expressed in CHOK1 cells assessed as inhibition of dopamine-induced calcium flux preincubated for 60 mins at 37 degC followed by 15 mins incubation under room temperature and subsequent dopamine addition measured after 20 secs for 100 secs by calcium-4 dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4339211,1,Scientific Literature,Bioorg Med Chem,2019,None,
CHEMBL4287752,,None,436.58,0,3.01,3e,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4scnc34)CC1)[C@H]1C=C[C@@H]2C1,IC50,'=',9.6,nM,8.02,,,UO_0000065,,,,,0,CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4251643,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4289238,,None,453.58,0,3.75,3f,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sc(F)cc34)CC1)[C@H]1C=C[C@@H]2C1,IC50,'=',2.5,nM,8.6,,,UO_0000065,,,,,0,CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4251643,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4470996,,None,367.47,0,3.13,78,O=C(c1cc2ccccc2s1)N1CCN(CCOc2cccnc2)CC1,IC50,'=',2100,nM,5.68,,,UO_0000065,,,,,0,CHEMBL4406527,Antagonist activity at human D2R expressed in CHOK1 cells assessed as inhibition of dopamine-induced beta-arrestin recruitment measured after 120 mins by beta-galactosidase based PathHunter assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4533633,,None,379.46,0,3.01,19,COc1ccc(OCCN2CCN(C(=O)c3c[nH]c4ccccc34)CC2)cc1,IC50,'=',2800,nM,5.55,,,UO_0000065,,,,,0,CHEMBL4406527,Antagonist activity at human D2R expressed in CHOK1 cells assessed as inhibition of dopamine-induced beta-arrestin recruitment measured after 120 mins by beta-galactosidase based PathHunter assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4439029,,None,323.44,0,4.02,(R)-5,CCc1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(OC)c(OC)c1-2,IC50,'=',28.2,nM,7.55,,,UO_0000065,23.34,0.43,3.53,34.79,0,CHEMBL4345338,Antagonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4342494,1,Scientific Literature,ACS Med Chem Lett,2020,None,
CHEMBL608530,,None,386.59,0,4.9,4,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,IC50,'=',837,nM,6.08,,,UO_0000065,15.72,0.32,1.18,20.57,0,CHEMBL833053,Concentration required to inhibit [3H]YM-09151-2 binding to human D2 dopamine receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137093,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,
CHEMBL708,ZIPRASIDONE,4.0,412.95,0,3.81,Ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,IC50,'=',5,nM,8.3,,,UO_0000065,20.1,0.4,4.49,17.13,0,CHEMBL872217,Inhibitory concentration against dopamine receptor D2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140446,1,Scientific Literature,J Med Chem,2005,None,
CHEMBL1807874,,None,445.59,0,2.5,26,CN(CCOCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)CCc1ccccc1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,12.57,0.25,3.1,5.72,0,CHEMBL1810621,Binding affinity to dopamine 2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1806408,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,
CHEMBL3287402,,None,447.37,0,4.43,7f,O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,IC50,'=',22,nM,7.66,,,UO_0000065,17.12,0.35,3.23,15.29,0,CHEMBL3293231,Antagonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells assessed as inhibition of beta-arrestin recruitment after 6 hrs by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286313,1,Scientific Literature,J Med Chem,2014,CHEMBL3307715,
CHEMBL4065710,,None,438.6,0,3.13,12j,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2(C)O,IC50,'=',31.5,nM,7.5,,,UO_0000065,,,,,0,CHEMBL4045104,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4043141,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL1807873,,None,500.45,1,3.46,25,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3Cl)c2s1,IC50,'=',1995.26,nM,5.7,,,UO_0000065,11.39,0.24,2.24,5.35,0,CHEMBL1810621,Binding affinity to dopamine 2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1806408,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,
CHEMBL3805046,,None,454.37,0,4.47,9o,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1F,IC50,'=',171,nM,6.77,,,UO_0000065,,,,,0,CHEMBL3806800,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Ultra Lance cAMP assay,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3804825,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL1807829,,None,516.52,1,4.18,17,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,IC50,'=',398.11,nM,6.4,,,UO_0000065,12.39,0.27,2.22,6.57,0,CHEMBL1810621,Binding affinity to dopamine 2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1806408,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,
CHEMBL1255588,,None,361.53,0,4.84,(+)-butaclamol,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,IC50,'=',1.4,nM,8.85,,,UO_0000065,24.49,0.45,4.01,37.72,0,CHEMBL2395588,Binding affinity to human dopamine D2S receptor by radioligand displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2390917,1,Scientific Literature,Bioorg Med Chem,2013,None,
CHEMBL2335741,,None,359.85,0,3.64,3a,COc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,IC50,'=',380,nM,6.42,,,UO_0000065,,,,,0,CHEMBL2346209,Antagonist activity at dopamine D2 receptor (unknown origin) transfected in CHO cell membranes assessed as inhibition of forskolin-stimulated cAMP level after 10 mins by flash plate assay in presence of dopamine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2331372,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308072,
CHEMBL1934130,,None,466.59,0,4.84,38,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,IC50,'=',1500,nM,5.82,,,UO_0000065,12.48,0.23,0.98,7.25,0,CHEMBL1936809,Inhibition of dopamine D2 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1932960,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,
CHEMBL2326481,,None,380.52,0,3.18,7e,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,IC50,'=',300,nM,6.52,,,UO_0000065,,,,,0,CHEMBL2328744,Antagonist activity at human D2 dopamine receptor expressed in CHO cell membrane by GTPgammaS-binding assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2321835,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308072,
CHEMBL26,SULPIRIDE,4.0,341.43,0,0.56,Sulpiride,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,IC50,'=',10.28,nM,7.99,,,UO_0000065,,,,,0,CHEMBL1777184,Antagonist activity at human dopamine D2 receptor expressed in CHOp cells assessed as inhibition of quinpirole-induced mitogenesis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHOp,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1772985,1,Scientific Literature,J Med Chem,2011,None,
CHEMBL1627305,,None,461.39,0,3.78,"6, PG648",O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,IC50,'=',4400,nM,5.36,,,UO_0000065,11.61,0.24,1.58,7.48,0,CHEMBL3599945,Antagonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of quinpirole-stimulated mitogenesis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3596172,1,Scientific Literature,J Med Chem,2015,CHEMBL3308072,
CHEMBL3323114,,None,560.67,1,3.83,36,CN(C)Cc1cccc2nc(C(=O)NCCCCN3CCN(c4cc(C(F)(F)F)nc(C(C)(C)C)n4)CC3)cn12,IC50,'=',281,nM,6.55,,,UO_0000065,11.68,0.22,2.72,8,0,CHEMBL3372144,Antagonist activity against human D2LR expressed in CHOK1 cells assessed as inhibition of pergolide-induced beta-arrestin translocation by beta-galactosidase based beta-arrestin recruitment assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3351252,1,Scientific Literature,J Med Chem,2014,CHEMBL3307512,
CHEMBL164792,,None,395.55,0,3.67,39,COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1,IC50,'=',9.9,nM,8,,,UO_0000065,20.24,0.38,4.33,14.96,0,CHEMBL670114,The in vitro intrinsic activity was measured at DA D2 receptor by measuring its ability to increase [3H]thymidine uptake in CHO-K1 cells transfected with the Dopamine receptor D2,B,BAO_0000219,cell-based format,None,None,None,CHO-K1,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131565,1,Scientific Literature,J Med Chem,1998,CHEMBL3307512,
CHEMBL42,CLOZAPINE,4.0,326.83,0,3.72,1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,IC50,'=',206,nM,6.69,,,UO_0000065,20.46,0.4,2.97,21.66,0,CHEMBL2020816,Inhibition of human dopamine D2L receptor expressed in intact CHO FlpIn cells assessed as inhibition of receptor-mediated mediated ERK1/2 phosphorylation by Alpha-Screen plate-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2016514,1,Scientific Literature,J Med Chem,2012,CHEMBL3308072,
CHEMBL2180641,,None,325.5,1,5.06,6,CCCCCCN(CCc1ccccc1)CCc1cccc(O)c1,IC50,'=',1252,nM,5.9,,,UO_0000065,,,,,0,CHEMBL2182829,Antagonist activity at human dopamine D2 receptor expressed in CHOp cells assessed as inhibition of quinpirol-induced mitogenesis incubated for 24 hrs by [3H]thymidine incorporation assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHOp,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2177058,1,Scientific Literature,J Med Chem,2012,None,
CHEMBL1202219,,None,425.77,0,4.4,6c,Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccccc3Cl)CC2)cc1,IC50,'=',13,nM,7.89,,,UO_0000065,22.87,0.45,3.49,121.7,0,CHEMBL671074,"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133592,1,Scientific Literature,J Med Chem,2000,None,
CHEMBL125455,,None,361.32,0,4.92,"5l (1R, 2R)",Clc1ccc(N2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c(Cl)c1,IC50,'=',64,nM,7.19,,,UO_0000065,19.91,0.41,2.27,111.02,0,CHEMBL671074,"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL217,Dopamine D2 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133592,1,Scientific Literature,J Med Chem,2000,None,
